label,stage,variant,H,W,K,n,L1-dcache-loads_median,L1-dcache-load-misses_median,branch-instructions_median,branch-misses_median,instructions_median,cpu-cycles_median,context-switches_median,page-faults_median,L1D_MPKI_median,L1D_miss_rate_median,branch_MPKI_median,branch_rate_median,branch_miss_rate_median,IPC_median,CPI_median,L1-dcache-loads_mad,L1-dcache-load-misses_mad,branch-instructions_mad,branch-misses_mad,instructions_mad,cpu-cycles_mad,context-switches_mad,page-faults_mad,L1D_MPKI_mad,L1D_miss_rate_mad,branch_MPKI_mad,branch_rate_mad,branch_miss_rate_mad,IPC_mad,CPI_mad
tile_64,tile,64,16384,16384,3,20,7.1003897e+09,24285484,6.2918653e+09,1.4024488e+08,3.8232878e+10,1.413837e+10,30.5,786629.5,0.63523346,0.003420461,3.6681467,0.16456694,0.022289689,2.7039229,0.36983302,4.431e+05,8.998e+04,3.503e+05,3.338e+04,2.092e+06,2.379e+07,1.5,1.5,0.002404,1.293e-05,0.0007062,9.39e-08,4.321e-06,0.004562,0.0006251
tile_8,tile,8,64,64,3,20,725276.5,16204.5,565149.5,18163.5,3218941,2532818.5,1,143,5.0508423,0.022383874,5.6675307,0.17566818,0.032259588,1.25934,0.7941056,1.487e+04,886,1.185e+04,516,6.386e+04,1.226e+05,0,1,0.3205,0.001364,0.07745,0.0001902,0.000451,0.04008,0.02606
tile_8,tile,8,128,128,3,20,1148602.5,13429,932506,26201.5,5497910.5,3080326.5,1,178,2.4609165,0.011758693,4.8720804,0.16969778,0.0287086,1.7197022,0.58149842,1.818e+04,452.5,1.445e+04,1136,8.564e+04,6.972e+04,0,1,0.07231,0.0003254,0.1864,0.0001231,0.001113,0.06438,0.02237
tile_8,tile,8,256,256,3,20,2606151,14964.5,2180884,59935,13170301,5830177.5,1,326.5,1.1350482,0.0057295458,4.5377934,0.16556962,0.027407718,2.2478927,0.44486114,1.803e+04,419,1.522e+04,1128,9.074e+04,1.055e+05,0,0.5,0.02597,0.0001373,0.06503,1.45e-05,0.0003562,0.02439,0.004834
tile_8,tile,8,512,512,3,20,8108167,32569.5,6871698.5,181995.5,41885572,16506406,1,903,0.76855293,0.0039697021,4.4341427,0.16407366,0.027027148,2.5104062,0.39834295,1.101e+05,1736,9.18e+04,3894,5.486e+05,1.667e+05,0,1,0.04312,0.0002117,0.03738,2.38e-05,0.0002061,0.02668,0.004191
tile_8,tile,8,1024,1024,3,20,30249780,83106,25728982,682632,1.5724407e+08,61265260,1,3209.5,0.5285397,0.0027475401,4.3697691,0.16362781,0.02670501,2.5684657,0.38933764,4.121e+04,1428,3.552e+04,1.038e+04,2.161e+05,2.115e+05,0,0.5,0.008455,4.384e-05,0.06289,2.108e-06,0.0003848,0.004661,0.0007077
tile_8,tile,8,2048,2048,3,20,1.1782257e+08,296910.5,1.0031436e+08,2660053.5,6.1350162e+08,2.3693275e+08,1.5,12429,0.48404083,0.0025203234,4.350251,0.16351227,0.026603526,2.583246,0.38710986,9.857e+04,3981,8.383e+04,2.981e+04,5.154e+05,6.149e+05,0.5,1,0.007196,3.752e-05,0.04197,5.209e-07,0.0002567,0.004153,0.0006234
tile_8,tile,8,4096,4096,3,20,4.6744971e+08,1146176.5,3.9806507e+08,10445384,2.4350085e+09,9.4607768e+08,2,49301.5,0.4710979,0.0024537388,4.2903674,0.16347592,0.026244617,2.5732254,0.38861734,1.228e+05,9600,1.043e+05,1.099e+05,6.348e+05,2.317e+06,0.5,1.5,0.004067,2.104e-05,0.04433,3.505e-07,0.0002712,0.005984,0.0009058
tile_8,tile,8,8192,8192,3,20,1.8669593e+09,4837658.5,1.5900949e+09,41122792,9.7276583e+09,3.766444e+09,8,196772,0.49735151,0.0025913951,4.2274215,0.16346126,0.025861927,2.5827761,0.3871803,7.891e+04,2.769e+04,8.846e+04,1.127e+05,5.21e+05,2.869e+06,1,1,0.002886,1.497e-05,0.01173,1.86e-07,7.456e-05,0.002225,0.0003337
tile_8,tile,8,16384,16384,3,20,7.4652292e+09,22310574,6.3592024e+09,1.6469181e+08,3.8904493e+10,1.5005266e+10,26,786629,0.57346909,0.0029885891,4.2333151,0.16345678,0.025898634,2.5927388,0.38569254,9.073e+04,7.407e+04,7.399e+04,8.97e+05,4.155e+05,1.362e+07,2,0.5,0.00189,9.848e-06,0.02324,1.119e-07,0.0001422,0.002328,0.0003463
unroll_v4,unroll,conv_unroll_v4,64,64,3,20,704584.5,15421.5,489376,17413.5,2968855.5,2472724,1,142,5.4701722,0.022902495,5.9808972,0.16510053,0.036265397,1.1942505,0.83734611,1.138e+04,744,7754,664.5,4.988e+04,7.784e+04,0,1,0.3971,0.001645,0.143,0.0001803,0.0004699,0.03067,0.02165
unroll_v4,unroll,conv_unroll_v4,128,128,3,20,1078442.5,14500,668348.5,23838.5,4634857.5,2906290.5,1,179,3.0692441,0.013183376,5.3789915,0.14453012,0.036256163,1.5743924,0.63516881,3.529e+04,697.5,1.713e+04,1362,1.506e+05,8.21e+04,0,1,0.09319,0.0003918,0.1484,0.0003448,0.0008046,0.06255,0.02527
unroll_v4,unroll,conv_unroll_v4,256,256,3,20,2314727,17267,1285079,51612.5,10108899,4991463.5,1,326,1.696868,0.0074078061,5.1141937,0.12732428,0.039730473,1.9974341,0.50064406,2.164e+04,1114,1.12e+04,1688,9.113e+04,6.778e+04,0,1,0.1443,0.0006276,0.09367,0.0002133,0.0008496,0.03564,0.008853
unroll_v4,unroll,conv_unroll_v4,512,512,3,20,6985114,36779.5,3684172.5,152837,30725120,13501418,1,903,1.1932883,0.0052491254,4.9952644,0.11992342,0.041599075,2.2670948,0.4410944,6.198e+04,943,3.17e+04,1624,2.718e+05,1.159e+05,0,1,0.03734,0.0001647,0.02636,2.587e-05,0.000132,0.02629,0.005108
unroll_v4,unroll,conv_unroll_v4,1024,1024,3,20,25596607,128894.5,13292944,556190.5,1.1282478e+08,49524420,1,3209,1.1362342,0.0050072688,4.9330896,0.11773035,0.041883665,2.2841708,0.43779996,1.32e+05,1660,5.914e+04,3564,5.924e+05,5.95e+05,0,1,0.01322,5.675e-05,0.004743,1.398e-05,4.855e-05,0.01586,0.003023
unroll_v4,unroll,conv_unroll_v4,2048,2048,3,20,99888244,584614,51608794,2163125.5,4.4059485e+08,1.9227316e+08,1,12429,1.328584,0.0058597323,4.9102422,0.11713541,0.041918809,2.2911324,0.43646539,1.284e+05,5018,6.661e+04,3760,5.651e+05,3.286e+05,0,1,0.01174,5.172e-05,0.001778,3.538e-06,1.429e-05,0.002635,0.0005025
unroll_v4,unroll,conv_unroll_v4,4096,4096,3,20,3.9566495e+08,2233837.5,2.0426622e+08,8551765.5,1.7457207e+09,7.6110102e+08,2,49301,1.2792673,0.005644272,4.9001377,0.11701126,0.041874699,2.2921773,0.43626644,1.372e+05,2.316e+04,7.23e+04,4567,6.016e+05,6.29e+05,1,1,0.01378,6.078e-05,0.00223,2.176e-06,1.659e-05,0.002527,0.0004815
unroll_v4,unroll,conv_unroll_v4,8192,8192,3,20,1.5791387e+09,5917133.5,8.1554258e+08,34108516,6.9698895e+09,2.9852424e+09,5.5,196773,0.8489395,0.0037469699,4.8933304,0.11700817,0.04181949,2.3347792,0.42830604,1.463e+05,7.145e+04,9.417e+04,1.723e+04,6.425e+05,3.649e+06,1.5,1,0.0102,4.501e-05,0.002698,1.085e-06,2.344e-05,0.002978,0.0005464
unroll_v4,unroll,conv_unroll_v4,16384,16384,3,20,6.3148748e+09,26117540,3.2626399e+09,1.3631243e+08,2.7880478e+10,1.187962e+10,20.5,786629,0.93680976,0.0041360769,4.889044,0.11702296,0.041778308,2.3466989,0.42613051,1.181e+05,1.754e+05,8.962e+04,6.874e+04,6.141e+05,6.96e+06,2.5,1.5,0.006297,2.748e-05,0.002506,7.582e-07,2.132e-05,0.001324,0.0002404
unroll_v5,unroll,conv_unroll_v5,64,64,3,20,671775.5,16346,484486.5,17703.5,2856937.5,2495657,1,142,5.5611586,0.023648369,6.2592005,0.16981144,0.03687904,1.1484057,0.87077242,1.308e+04,972.5,8769,280,5.614e+04,1.039e+05,0,1.5,0.4074,0.001736,0.05215,0.0001179,0.0002798,0.03566,0.02712
unroll_v5,unroll,conv_unroll_v5,128,128,3,20,951003.5,13600,645287,24855,4190385.5,2869540.5,1,179,3.2226282,0.01420029,5.9227653,0.15397026,0.038457552,1.4528365,0.68830933,1.777e+04,161,1.044e+04,1012,7.728e+04,4.719e+04,0,1,0.04901,0.0002157,0.2061,9.07e-05,0.001416,0.03467,0.01626
unroll_v5,unroll,conv_unroll_v5,256,256,3,20,1915045.5,15205,1216504.5,51553,8740199,4829816,1,326,1.7654951,0.0080562786,5.946531,0.13920042,0.042587021,1.7825421,0.56099868,4.501e+04,951.5,2.768e+04,1890,2.058e+05,1.234e+05,0,1,0.127,0.000569,0.1108,0.0001058,0.0009156,0.03807,0.01193
unroll_v5,unroll,conv_unroll_v5,512,512,3,20,5583141.5,27630,3430088.5,155267.5,25913507,12816510,1,903,1.0619748,0.0049269441,5.9878414,0.13237188,0.045159384,2.009123,0.49772969,4.125e+04,1166,2.255e+04,1630,1.913e+05,1.079e+05,0,1,0.05233,0.0002408,0.01393,9.297e-05,0.0001194,0.02715,0.006636
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,20,20208359,59544.5,12280971,558724,94302061,46087217,1,3209.5,0.63086236,0.0029440042,5.9249072,0.13022611,0.045483157,2.0432949,0.48940574,3.528e+04,2779,2.107e+04,777.5,1.648e+05,4.067e+05,0,1,0.02959,0.000138,0.005237,5.01e-06,3.924e-05,0.02298,0.005477
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,20,78141816,241047,47354210,2162675.5,3.6521686e+08,1.7738756e+08,1,12429,0.6594284,0.0030820486,5.9208956,0.12965786,0.045651531,2.0543892,0.48676268,1.421e+05,3750,8.476e+04,4592,6.668e+05,5.835e+05,0,1,0.009264,4.263e-05,0.001961,3.453e-06,2.8e-05,0.005111,0.001214
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,20,3.0950715e+08,988074.5,1.8747426e+08,8550511.5,1.4473438e+09,7.084685e+08,2,49302,0.68333743,0.0031952441,5.908564,0.12953094,0.04561532,2.0427464,0.48953703,1.211e+05,1.584e+04,7.915e+04,4322,5.877e+05,4.22e+05,1,1,0.01071,5.008e-05,0.003025,1.385e-06,1.998e-05,0.001151,0.0002758
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,20,1.2352401e+09,4400004,7.4848375e+08,34100849,5.7788908e+09,2.8263886e+09,6,196773.5,0.76154225,0.0035628196,5.9014306,0.12952152,0.045563585,2.0444608,0.48912654,4.956e+04,3.106e+04,4.733e+04,1.516e+04,2.956e+05,3.698e+06,1,0.5,0.005531,2.588e-05,0.002607,6.532e-07,2.039e-05,0.002408,0.0005767
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,20,4.9387137e+09,32247450,2.99402e+09,1.3629794e+08,2.311397e+10,1.1289226e+10,20.5,786630,1.3952242,0.0065298598,5.8967142,0.12953302,0.045522409,2.0473444,0.4884376,1.25e+05,1.585e+05,8.26e+04,3.303e+04,5.999e+05,4.078e+06,2.5,0.5,0.006811,3.189e-05,0.001404,5.443e-07,1.062e-05,0.0006974,0.0001663
