stage,label,version,H,W,K,seed,rep,correct,naive_ms,stage_ms,gflops,speedup
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,18,yes,4.894,1.054,17.91,4.64
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,19,yes,4.834,1.053,17.93,4.59
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,20,yes,4.737,1.058,17.85,4.48
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,1,yes,19.421,4.373,17.26,4.44
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,2,yes,18.881,4.455,16.95,4.24
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,3,yes,17.864,4.456,16.94,4.01
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,4,yes,19.421,4.463,16.92,4.35
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,5,yes,19.365,4.469,16.89,4.33
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,6,yes,19.259,4.465,16.91,4.31
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,7,yes,18.961,4.499,16.78,4.21
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,8,yes,18.844,4.366,17.29,4.32
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,9,yes,18.097,4.459,16.93,4.06
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,10,yes,19.325,4.413,17.11,4.38
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,11,yes,19.427,4.433,17.03,4.38
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,12,yes,19.670,4.517,16.71,4.35
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,13,yes,17.104,4.447,16.98,3.85
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,14,yes,17.418,4.356,17.33,4.00
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,15,yes,19.491,4.356,17.33,4.47
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,16,yes,19.645,4.425,17.06,4.44
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,17,yes,19.446,4.364,17.30,4.46
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,18,yes,17.744,4.363,17.31,4.07
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,19,yes,19.398,4.362,17.31,4.45
simd,simd128_v2,conv_simd128_v2,2048,2048,3,1234,20,yes,19.241,4.443,16.99,4.33
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,1,yes,71.469,18.027,16.75,3.96
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,2,yes,76.088,18.030,16.75,4.22
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,3,yes,72.553,18.133,16.65,4.00
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,4,yes,78.008,17.720,17.04,4.40
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,5,yes,78.418,18.031,16.75,4.35
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,6,yes,77.749,17.947,16.83,4.33
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,7,yes,76.708,17.854,16.91,4.30
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,8,yes,76.340,18.006,16.77,4.24
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,9,yes,75.504,17.943,16.83,4.21
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,10,yes,77.750,17.829,16.94,4.36
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,11,yes,78.107,18.056,16.72,4.33
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,12,yes,77.684,17.951,16.82,4.33
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,13,yes,78.146,18.000,16.78,4.34
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,14,yes,76.460,18.065,16.72,4.23
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,15,yes,78.011,18.064,16.72,4.32
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,16,yes,75.613,17.688,17.07,4.27
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,17,yes,77.198,17.819,16.95,4.33
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,18,yes,71.220,17.911,16.86,3.98
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,19,yes,76.073,17.853,16.92,4.26
simd,simd128_v2,conv_simd128_v2,4096,4096,3,1234,20,yes,77.746,18.232,16.56,4.26
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,1,yes,312.295,72.419,16.68,4.31
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,2,yes,286.998,72.015,16.77,3.99
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,3,yes,303.975,72.485,16.67,4.19
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,4,yes,309.679,71.970,16.78,4.30
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,5,yes,309.545,71.784,16.83,4.31
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,6,yes,285.102,72.777,16.60,3.92
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,7,yes,309.166,72.588,16.64,4.26
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,8,yes,284.574,72.212,16.73,3.94
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,9,yes,301.508,72.097,16.75,4.18
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,10,yes,303.490,72.647,16.63,4.18
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,11,yes,309.683,71.768,16.83,4.32
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,12,yes,309.865,71.977,16.78,4.31
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,13,yes,294.893,72.926,16.56,4.04
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,14,yes,309.472,72.713,16.61,4.26
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,15,yes,312.629,72.621,16.63,4.30
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,16,yes,307.033,72.866,16.58,4.21
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,17,yes,310.649,73.067,16.53,4.25
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,18,yes,309.569,72.833,16.59,4.25
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,19,yes,306.341,73.785,16.37,4.15
simd,simd128_v2,conv_simd128_v2,8192,8192,3,1234,20,yes,298.792,73.559,16.42,4.06
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,1,yes,1220.575,294.343,16.42,4.15
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,2,yes,1231.087,293.427,16.47,4.20
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,3,yes,1244.908,293.269,16.48,4.24
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,4,yes,1146.526,292.599,16.51,3.92
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,5,yes,1142.110,299.090,16.16,3.82
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,6,yes,1199.623,295.103,16.37,4.07
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,7,yes,1225.571,293.367,16.47,4.18
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,8,yes,1220.590,292.870,16.50,4.17
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,9,yes,1231.102,292.258,16.53,4.21
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,10,yes,1140.407,294.003,16.43,3.88
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,11,yes,1184.337,292.659,16.51,4.05
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,12,yes,1198.529,292.126,16.54,4.10
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,13,yes,1149.305,292.000,16.55,3.94
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,14,yes,1208.528,295.401,16.36,4.09
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,15,yes,1234.499,293.615,16.46,4.20
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,16,yes,1227.630,295.086,16.37,4.16
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,17,yes,1218.089,294.164,16.43,4.14
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,18,yes,1145.080,295.263,16.36,3.88
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,19,yes,1145.430,289.929,16.67,3.95
simd,simd128_v2,conv_simd128_v2,16384,16384,3,1234,20,yes,1237.185,292.065,16.54,4.24
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,1,yes,0.019,0.003,23.50,6.02
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,2,yes,0.030,0.004,16.53,6.74
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,3,yes,0.046,0.006,11.80,7.32
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,4,yes,0.038,0.006,11.57,5.99
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,5,yes,0.046,0.006,11.99,7.44
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,6,yes,0.042,0.006,12.01,6.92
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,7,yes,0.046,0.006,11.69,7.26
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,8,yes,0.038,0.006,11.68,6.04
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,9,yes,0.038,0.007,11.31,5.86
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,10,yes,0.038,0.006,11.58,5.97
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,11,yes,0.046,0.006,12.33,7.63
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,12,yes,0.038,0.006,11.57,5.97
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,13,yes,0.038,0.006,11.62,6.05
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,14,yes,0.046,0.006,12.05,7.46
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,15,yes,0.046,0.006,11.88,7.36
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,16,yes,0.046,0.006,11.73,7.27
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,17,yes,0.045,0.006,11.65,7.18
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,18,yes,0.038,0.006,11.68,6.04
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,19,yes,0.042,0.006,11.64,6.69
simd,simd128_v3,conv_simd128_v3,64,64,3,1234,20,yes,0.042,0.006,11.64,6.70
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,1,yes,0.181,0.022,13.43,8.22
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,2,yes,0.171,0.019,15.13,8.76
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,3,yes,0.175,0.019,15.13,8.98
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,4,yes,0.158,0.018,16.77,8.98
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,5,yes,0.141,0.017,17.52,8.40
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,6,yes,0.140,0.018,15.95,7.59
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,7,yes,0.120,0.016,18.15,7.37
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,8,yes,0.109,0.015,19.14,7.09
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,9,yes,0.110,0.015,20.06,7.47
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,10,yes,0.105,0.014,20.72,7.39
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,11,yes,0.081,0.011,26.33,7.27
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,12,yes,0.099,0.011,26.69,8.97
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,13,yes,0.075,0.010,30.32,7.68
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,14,yes,0.066,0.010,30.20,6.80
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,15,yes,0.075,0.009,31.34,7.93
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,16,yes,0.080,0.010,30.31,8.26
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,17,yes,0.081,0.010,29.53,8.10
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,18,yes,0.081,0.010,30.18,8.25
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,19,yes,0.075,0.010,30.26,7.66
simd,simd128_v3,conv_simd128_v3,128,128,3,1234,20,yes,0.083,0.010,30.28,8.52
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,1,yes,0.319,0.036,32.85,8.89
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,2,yes,0.262,0.036,32.96,7.32
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,3,yes,0.263,0.036,33.01,7.35
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,4,yes,0.319,0.036,33.15,8.97
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,5,yes,0.273,0.036,32.87,7.61
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,6,yes,0.321,0.036,33.03,8.99
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,7,yes,0.320,0.036,32.90,8.93
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,8,yes,0.262,0.036,33.02,7.33
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,9,yes,0.324,0.036,32.83,9.01
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,10,yes,0.296,0.036,32.99,8.28
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,11,yes,0.263,0.036,32.87,7.32
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,12,yes,0.321,0.036,33.03,8.99
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,13,yes,0.313,0.036,32.96,8.75
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,14,yes,0.321,0.036,33.02,8.97
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,15,yes,0.303,0.035,33.48,8.59
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,16,yes,0.321,0.036,33.08,9.01
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,17,yes,0.320,0.036,32.88,8.92
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,18,yes,0.321,0.036,32.86,8.95
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,19,yes,0.262,0.036,32.99,7.33
simd,simd128_v3,conv_simd128_v3,256,256,3,1234,20,yes,0.307,0.036,32.94,8.58
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,1,yes,1.083,0.137,34.35,7.88
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,2,yes,1.165,0.137,34.34,8.48
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,3,yes,1.193,0.137,34.40,8.70
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,4,yes,1.253,0.137,34.38,9.13
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,5,yes,1.075,0.137,34.39,7.83
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,6,yes,1.169,0.136,34.59,8.57
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,7,yes,1.764,0.138,34.15,12.77
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,8,yes,1.284,0.136,34.63,9.42
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,9,yes,1.155,0.138,34.29,8.39
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,10,yes,1.073,0.137,34.40,7.82
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,11,yes,1.280,0.138,34.29,9.30
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,12,yes,1.276,0.137,34.39,9.30
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,13,yes,1.190,0.138,34.30,8.65
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,14,yes,1.286,0.137,34.41,9.38
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,15,yes,1.156,0.137,34.37,8.42
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,16,yes,1.251,0.137,34.34,9.11
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,17,yes,1.261,0.137,34.38,9.19
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,18,yes,1.266,0.137,34.40,9.23
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,19,yes,1.284,0.137,34.40,9.36
simd,simd128_v3,conv_simd128_v3,512,512,3,1234,20,yes,1.178,0.137,34.37,8.58
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,1,yes,4.685,0.542,34.84,8.65
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,2,yes,4.907,0.546,34.54,8.98
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,3,yes,5.119,0.539,35.02,9.50
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,4,yes,4.602,0.546,34.56,8.43
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,5,yes,4.717,0.541,34.91,8.73
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,6,yes,4.979,0.546,34.58,9.12
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,7,yes,4.681,0.543,34.73,8.61
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,8,yes,4.900,0.547,34.53,8.96
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,9,yes,4.675,0.545,34.60,8.57
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,10,yes,4.670,0.547,34.51,8.54
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,11,yes,4.868,0.546,34.57,8.92
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,12,yes,4.758,0.544,34.73,8.75
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,13,yes,4.902,0.545,34.61,8.99
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,14,yes,4.679,0.544,34.67,8.59
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,15,yes,4.862,0.542,34.83,8.97
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,16,yes,4.742,0.546,34.56,8.68
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,17,yes,4.729,0.544,34.67,8.68
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,18,yes,4.859,0.546,34.59,8.90
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,19,yes,5.019,0.545,34.63,9.21
simd,simd128_v3,conv_simd128_v3,1024,1024,3,1234,20,yes,4.885,0.547,34.52,8.94
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,1,yes,17.487,2.377,31.76,7.36
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,2,yes,19.374,2.435,31.00,7.96
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,3,yes,19.309,2.523,29.93,7.65
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,4,yes,17.674,2.480,30.45,7.13
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,5,yes,19.632,2.424,31.14,8.10
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,6,yes,17.729,2.421,31.19,7.32
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,7,yes,18.676,2.365,31.92,7.90
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,8,yes,19.265,2.461,30.68,7.83
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,9,yes,19.366,2.447,30.85,7.91
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,10,yes,19.132,2.365,31.93,8.09
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,11,yes,19.171,2.417,31.23,7.93
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,12,yes,18.998,2.370,31.86,8.02
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,13,yes,19.414,2.428,31.10,8.00
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,14,yes,19.141,2.424,31.15,7.90
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,15,yes,18.050,2.455,30.75,7.35
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,16,yes,17.783,2.435,31.00,7.30
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,17,yes,17.857,2.376,31.77,7.52
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,18,yes,18.990,2.433,31.03,7.81
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,19,yes,19.617,2.427,31.11,8.08
simd,simd128_v3,conv_simd128_v3,2048,2048,3,1234,20,yes,19.443,2.422,31.18,8.03
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,1,yes,78.593,10.372,29.12,7.58
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,2,yes,76.136,10.397,29.05,7.32
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,3,yes,71.567,10.432,28.95,6.86
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,4,yes,78.067,10.418,28.99,7.49
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,5,yes,77.238,10.387,29.08,7.44
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,6,yes,77.165,10.399,29.04,7.42
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,7,yes,71.793,10.390,29.07,6.91
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,8,yes,77.360,10.386,29.08,7.45
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,9,yes,75.916,10.394,29.06,7.30
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,10,yes,76.215,10.402,29.03,7.33
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,11,yes,76.971,10.404,29.03,7.40
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,12,yes,77.734,10.397,29.05,7.48
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,13,yes,77.750,10.452,28.89,7.44
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,14,yes,74.656,10.389,29.07,7.19
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,15,yes,77.247,10.447,28.91,7.39
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,16,yes,75.594,10.863,27.80,6.96
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,17,yes,77.178,10.422,28.98,7.41
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,18,yes,71.525,10.419,28.98,6.86
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,19,yes,76.409,10.591,28.51,7.21
simd,simd128_v3,conv_simd128_v3,4096,4096,3,1234,20,yes,75.858,10.412,29.00,7.29
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,1,yes,287.500,42.417,28.48,6.78
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,2,yes,309.114,42.283,28.57,7.31
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,3,yes,295.456,43.130,28.01,6.85
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,4,yes,300.315,43.873,27.53,6.85
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,5,yes,288.433,42.326,28.54,6.81
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,6,yes,285.497,42.254,28.59,6.76
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,7,yes,286.878,41.849,28.86,6.86
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,8,yes,285.668,42.188,28.63,6.77
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,9,yes,303.733,42.140,28.67,7.21
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,10,yes,300.884,42.920,28.14,7.01
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,11,yes,311.747,42.251,28.59,7.38
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,12,yes,312.338,42.405,28.49,7.37
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,13,yes,307.708,42.826,28.21,7.19
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,14,yes,309.660,42.737,28.27,7.25
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,15,yes,286.571,42.352,28.52,6.77
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,16,yes,284.796,42.300,28.56,6.73
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,17,yes,285.961,44.434,27.19,6.44
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,18,yes,307.954,44.299,27.27,6.95
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,19,yes,309.361,42.313,28.55,7.31
simd,simd128_v3,conv_simd128_v3,8192,8192,3,1234,20,yes,305.140,42.383,28.50,7.20
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,1,yes,1235.330,176.493,27.38,7.00
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,2,yes,1146.772,176.864,27.32,6.48
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,3,yes,1208.507,178.495,27.07,6.77
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,4,yes,1144.239,175.461,27.54,6.52
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,5,yes,1237.924,177.090,27.28,6.99
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,6,yes,1234.033,175.803,27.48,7.02
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,7,yes,1144.405,177.141,27.28,6.46
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,8,yes,1235.985,174.723,27.65,7.07
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,9,yes,1152.011,175.447,27.54,6.57
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,10,yes,1221.251,179.371,26.94,6.81
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,11,yes,1142.122,176.009,27.45,6.49
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,12,yes,1197.964,175.858,27.48,6.81
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,13,yes,1246.579,176.887,27.32,7.05
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,14,yes,1145.595,175.894,27.47,6.51
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,15,yes,1215.016,175.986,27.46,6.90
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,16,yes,1238.840,175.804,27.48,7.05
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,17,yes,1240.903,181.495,26.62,6.84
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,18,yes,1151.036,174.429,27.70,6.60
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,19,yes,1190.387,175.538,27.53,6.78
simd,simd128_v3,conv_simd128_v3,16384,16384,3,1234,20,yes,1225.330,175.957,27.46,6.96
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,1,yes,0.017,0.002,40.87,9.38
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,2,yes,0.017,0.002,41.07,9.50
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,3,yes,0.018,0.002,37.89,9.12
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,4,yes,0.032,0.003,24.95,10.96
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,5,yes,0.046,0.004,18.29,11.34
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,6,yes,0.049,0.004,17.34,11.43
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,7,yes,0.038,0.004,18.28,9.44
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,8,yes,0.041,0.004,17.36,9.54
