stage,label,version,H,W,K,seed,rep,correct,naive_ms,stage_ms,gflops,speedup
unroll,v4,conv_unroll_v4,16384,16384,3,1234,14,yes,1203.114,571.807,8.45,2.10
unroll,v4,conv_unroll_v4,16384,16384,3,1234,15,yes,1228.826,570.440,8.47,2.15
unroll,v4,conv_unroll_v4,16384,16384,3,1234,16,yes,1145.890,571.659,8.45,2.00
unroll,v4,conv_unroll_v4,16384,16384,3,1234,17,yes,1166.772,571.527,8.45,2.04
unroll,v4,conv_unroll_v4,16384,16384,3,1234,18,yes,1235.228,572.094,8.45,2.16
unroll,v4,conv_unroll_v4,16384,16384,3,1234,19,yes,1231.363,576.130,8.39,2.14
unroll,v4,conv_unroll_v4,16384,16384,3,1234,20,yes,1229.056,572.246,8.44,2.15
unroll,v5,conv_unroll_v5,64,64,3,1234,1,yes,0.022,0.006,11.43,3.35
unroll,v5,conv_unroll_v5,64,64,3,1234,2,yes,0.019,0.007,10.83,2.80
unroll,v5,conv_unroll_v5,64,64,3,1234,3,yes,0.022,0.007,10.19,2.99
unroll,v5,conv_unroll_v5,64,64,3,1234,4,yes,0.023,0.008,8.92,2.80
unroll,v5,conv_unroll_v5,64,64,3,1234,5,yes,0.026,0.010,7.50,2.64
unroll,v5,conv_unroll_v5,64,64,3,1234,6,yes,0.031,0.011,6.68,2.79
unroll,v5,conv_unroll_v5,64,64,3,1234,7,yes,0.041,0.012,6.01,3.34
unroll,v5,conv_unroll_v5,64,64,3,1234,8,yes,0.040,0.013,5.70,3.10
unroll,v5,conv_unroll_v5,64,64,3,1234,9,yes,0.046,0.014,5.33,3.30
unroll,v5,conv_unroll_v5,64,64,3,1234,10,yes,0.038,0.014,5.39,2.76
unroll,v5,conv_unroll_v5,64,64,3,1234,11,yes,0.036,0.012,6.33,3.10
unroll,v5,conv_unroll_v5,64,64,3,1234,12,yes,0.036,0.012,6.03,2.94
unroll,v5,conv_unroll_v5,64,64,3,1234,13,yes,0.038,0.011,6.64,3.43
unroll,v5,conv_unroll_v5,64,64,3,1234,14,yes,0.039,0.012,6.33,3.33
unroll,v5,conv_unroll_v5,64,64,3,1234,15,yes,0.041,0.012,6.03,3.34
unroll,v5,conv_unroll_v5,64,64,3,1234,16,yes,0.038,0.012,6.01,3.09
unroll,v5,conv_unroll_v5,64,64,3,1234,17,yes,0.038,0.014,5.38,2.77
unroll,v5,conv_unroll_v5,64,64,3,1234,18,yes,0.041,0.014,5.09,2.80
unroll,v5,conv_unroll_v5,64,64,3,1234,19,yes,0.040,0.015,5.06,2.78
unroll,v5,conv_unroll_v5,64,64,3,1234,20,yes,0.049,0.015,5.08,3.34
unroll,v5,conv_unroll_v5,128,128,3,1234,1,yes,0.219,0.061,4.81,3.58
unroll,v5,conv_unroll_v5,128,128,3,1234,2,yes,0.192,0.051,5.75,3.74
unroll,v5,conv_unroll_v5,128,128,3,1234,3,yes,0.172,0.048,6.10,3.56
unroll,v5,conv_unroll_v5,128,128,3,1234,4,yes,0.167,0.049,6.07,3.44
unroll,v5,conv_unroll_v5,128,128,3,1234,5,yes,0.126,0.042,7.05,3.01
unroll,v5,conv_unroll_v5,128,128,3,1234,6,yes,0.120,0.040,7.38,3.01
unroll,v5,conv_unroll_v5,128,128,3,1234,7,yes,0.087,0.030,9.92,2.91
unroll,v5,conv_unroll_v5,128,128,3,1234,8,yes,0.084,0.030,9.94,2.83
unroll,v5,conv_unroll_v5,128,128,3,1234,9,yes,0.076,0.027,10.91,2.83
unroll,v5,conv_unroll_v5,128,128,3,1234,10,yes,0.070,0.026,11.51,2.72
unroll,v5,conv_unroll_v5,128,128,3,1234,11,yes,0.093,0.026,11.23,3.55
unroll,v5,conv_unroll_v5,128,128,3,1234,12,yes,0.086,0.026,11.19,3.27
unroll,v5,conv_unroll_v5,128,128,3,1234,13,yes,0.096,0.027,10.88,3.54
unroll,v5,conv_unroll_v5,128,128,3,1234,14,yes,0.096,0.027,10.91,3.53
unroll,v5,conv_unroll_v5,128,128,3,1234,15,yes,0.084,0.029,10.23,2.92
unroll,v5,conv_unroll_v5,128,128,3,1234,16,yes,0.096,0.029,10.26,3.33
unroll,v5,conv_unroll_v5,128,128,3,1234,17,yes,0.066,0.024,12.16,2.74
unroll,v5,conv_unroll_v5,128,128,3,1234,18,yes,0.067,0.024,12.19,2.75
unroll,v5,conv_unroll_v5,128,128,3,1234,19,yes,0.066,0.025,11.67,2.63
unroll,v5,conv_unroll_v5,128,128,3,1234,20,yes,0.066,0.024,12.17,2.73
unroll,v5,conv_unroll_v5,256,256,3,1234,1,yes,0.279,0.098,12.08,2.86
unroll,v5,conv_unroll_v5,256,256,3,1234,2,yes,0.298,0.097,12.14,3.07
unroll,v5,conv_unroll_v5,256,256,3,1234,3,yes,0.263,0.097,12.14,2.71
unroll,v5,conv_unroll_v5,256,256,3,1234,4,yes,0.320,0.097,12.15,3.29
unroll,v5,conv_unroll_v5,256,256,3,1234,5,yes,0.320,0.097,12.14,3.29
unroll,v5,conv_unroll_v5,256,256,3,1234,6,yes,0.320,0.097,12.14,3.29
unroll,v5,conv_unroll_v5,256,256,3,1234,7,yes,0.262,0.097,12.11,2.69
unroll,v5,conv_unroll_v5,256,256,3,1234,8,yes,0.321,0.097,12.14,3.31
unroll,v5,conv_unroll_v5,256,256,3,1234,9,yes,0.283,0.097,12.13,2.91
unroll,v5,conv_unroll_v5,256,256,3,1234,10,yes,0.293,0.097,12.14,3.01
unroll,v5,conv_unroll_v5,256,256,3,1234,11,yes,0.263,0.098,12.09,2.69
unroll,v5,conv_unroll_v5,256,256,3,1234,12,yes,0.268,0.098,12.05,2.74
unroll,v5,conv_unroll_v5,256,256,3,1234,13,yes,0.269,0.100,11.80,2.69
unroll,v5,conv_unroll_v5,256,256,3,1234,14,yes,0.321,0.097,12.14,3.30
unroll,v5,conv_unroll_v5,256,256,3,1234,15,yes,0.276,0.097,12.14,2.84
unroll,v5,conv_unroll_v5,256,256,3,1234,16,yes,0.263,0.097,12.11,2.70
unroll,v5,conv_unroll_v5,256,256,3,1234,17,yes,0.296,0.097,12.14,3.05
unroll,v5,conv_unroll_v5,256,256,3,1234,18,yes,0.319,0.100,11.77,3.19
unroll,v5,conv_unroll_v5,256,256,3,1234,19,yes,0.268,0.097,12.11,2.75
unroll,v5,conv_unroll_v5,256,256,3,1234,20,yes,0.262,0.097,12.11,2.69
unroll,v5,conv_unroll_v5,512,512,3,1234,1,yes,1.160,0.389,12.14,2.99
unroll,v5,conv_unroll_v5,512,512,3,1234,2,yes,1.172,0.387,12.20,3.03
unroll,v5,conv_unroll_v5,512,512,3,1234,3,yes,1.263,0.387,12.20,3.27
unroll,v5,conv_unroll_v5,512,512,3,1234,4,yes,1.129,0.387,12.20,2.92
unroll,v5,conv_unroll_v5,512,512,3,1234,5,yes,1.227,0.386,12.21,3.18
unroll,v5,conv_unroll_v5,512,512,3,1234,6,yes,1.200,0.389,12.12,3.08
unroll,v5,conv_unroll_v5,512,512,3,1234,7,yes,1.162,0.385,12.24,3.01
unroll,v5,conv_unroll_v5,512,512,3,1234,8,yes,1.259,0.387,12.18,3.25
unroll,v5,conv_unroll_v5,512,512,3,1234,9,yes,1.134,0.386,12.22,2.94
unroll,v5,conv_unroll_v5,512,512,3,1234,10,yes,1.216,0.385,12.24,3.15
unroll,v5,conv_unroll_v5,512,512,3,1234,11,yes,1.186,0.385,12.24,3.08
unroll,v5,conv_unroll_v5,512,512,3,1234,12,yes,1.177,0.387,12.20,3.04
unroll,v5,conv_unroll_v5,512,512,3,1234,13,yes,1.279,0.386,12.21,3.31
unroll,v5,conv_unroll_v5,512,512,3,1234,14,yes,1.237,0.387,12.20,3.20
unroll,v5,conv_unroll_v5,512,512,3,1234,15,yes,1.234,0.387,12.19,3.19
unroll,v5,conv_unroll_v5,512,512,3,1234,16,yes,1.171,0.386,12.22,3.03
unroll,v5,conv_unroll_v5,512,512,3,1234,17,yes,1.289,0.387,12.20,3.33
unroll,v5,conv_unroll_v5,512,512,3,1234,18,yes,1.261,0.386,12.21,3.26
unroll,v5,conv_unroll_v5,512,512,3,1234,19,yes,1.205,0.386,12.24,3.13
unroll,v5,conv_unroll_v5,512,512,3,1234,20,yes,1.283,0.391,12.08,3.29
unroll,v5,conv_unroll_v5,1024,1024,3,1234,1,yes,4.711,1.544,12.22,3.05
unroll,v5,conv_unroll_v5,1024,1024,3,1234,2,yes,4.914,1.545,12.22,3.18
unroll,v5,conv_unroll_v5,1024,1024,3,1234,3,yes,4.452,1.545,12.22,2.88
unroll,v5,conv_unroll_v5,1024,1024,3,1234,4,yes,4.963,1.544,12.22,3.21
unroll,v5,conv_unroll_v5,1024,1024,3,1234,5,yes,4.912,1.546,12.21,3.18
unroll,v5,conv_unroll_v5,1024,1024,3,1234,6,yes,4.538,1.547,12.20,2.93
unroll,v5,conv_unroll_v5,1024,1024,3,1234,7,yes,4.683,1.547,12.20,3.03
unroll,v5,conv_unroll_v5,1024,1024,3,1234,8,yes,4.966,1.546,12.21,3.21
unroll,v5,conv_unroll_v5,1024,1024,3,1234,9,yes,4.431,1.548,12.19,2.86
unroll,v5,conv_unroll_v5,1024,1024,3,1234,10,yes,4.662,1.546,12.21,3.01
unroll,v5,conv_unroll_v5,1024,1024,3,1234,11,yes,4.523,1.544,12.22,2.93
unroll,v5,conv_unroll_v5,1024,1024,3,1234,12,yes,5.038,1.545,12.22,3.26
unroll,v5,conv_unroll_v5,1024,1024,3,1234,13,yes,4.440,1.545,12.21,2.87
unroll,v5,conv_unroll_v5,1024,1024,3,1234,14,yes,4.673,1.551,12.17,3.01
unroll,v5,conv_unroll_v5,1024,1024,3,1234,15,yes,4.803,1.559,12.11,3.08
unroll,v5,conv_unroll_v5,1024,1024,3,1234,16,yes,4.682,1.554,12.15,3.01
unroll,v5,conv_unroll_v5,1024,1024,3,1234,17,yes,4.533,1.552,12.16,2.92
unroll,v5,conv_unroll_v5,1024,1024,3,1234,18,yes,4.351,1.559,12.10,2.79
unroll,v5,conv_unroll_v5,1024,1024,3,1234,19,yes,4.867,1.543,12.23,3.15
unroll,v5,conv_unroll_v5,1024,1024,3,1234,20,yes,4.657,1.545,12.22,3.01
unroll,v5,conv_unroll_v5,2048,2048,3,1234,1,yes,17.745,6.381,11.83,2.78
unroll,v5,conv_unroll_v5,2048,2048,3,1234,2,yes,18.124,6.289,12.01,2.88
unroll,v5,conv_unroll_v5,2048,2048,3,1234,3,yes,18.292,6.401,11.79,2.86
unroll,v5,conv_unroll_v5,2048,2048,3,1234,4,yes,19.017,6.280,12.02,3.03
unroll,v5,conv_unroll_v5,2048,2048,3,1234,5,yes,17.817,6.370,11.85,2.80
unroll,v5,conv_unroll_v5,2048,2048,3,1234,6,yes,19.376,6.317,11.95,3.07
unroll,v5,conv_unroll_v5,2048,2048,3,1234,7,yes,18.652,6.290,12.00,2.97
unroll,v5,conv_unroll_v5,2048,2048,3,1234,8,yes,19.220,6.294,11.99,3.05
unroll,v5,conv_unroll_v5,2048,2048,3,1234,9,yes,18.154,6.282,12.02,2.89
unroll,v5,conv_unroll_v5,2048,2048,3,1234,10,yes,18.912,6.400,11.80,2.96
unroll,v5,conv_unroll_v5,2048,2048,3,1234,11,yes,19.153,6.405,11.79,2.99
unroll,v5,conv_unroll_v5,2048,2048,3,1234,12,yes,19.181,6.374,11.84,3.01
unroll,v5,conv_unroll_v5,2048,2048,3,1234,13,yes,19.219,6.290,12.00,3.06
unroll,v5,conv_unroll_v5,2048,2048,3,1234,14,yes,17.728,6.284,12.01,2.82
unroll,v5,conv_unroll_v5,2048,2048,3,1234,15,yes,19.247,6.292,12.00,3.06
unroll,v5,conv_unroll_v5,2048,2048,3,1234,16,yes,17.899,6.342,11.90,2.82
unroll,v5,conv_unroll_v5,2048,2048,3,1234,17,yes,19.243,6.390,11.81,3.01
unroll,v5,conv_unroll_v5,2048,2048,3,1234,18,yes,18.957,6.282,12.02,3.02
unroll,v5,conv_unroll_v5,2048,2048,3,1234,19,yes,17.791,6.280,12.02,2.83
unroll,v5,conv_unroll_v5,2048,2048,3,1234,20,yes,19.166,6.287,12.01,3.05
unroll,v5,conv_unroll_v5,4096,4096,3,1234,1,yes,74.466,25.785,11.71,2.89
unroll,v5,conv_unroll_v5,4096,4096,3,1234,2,yes,75.226,25.395,11.89,2.96
unroll,v5,conv_unroll_v5,4096,4096,3,1234,3,yes,77.458,25.301,11.94,3.06
unroll,v5,conv_unroll_v5,4096,4096,3,1234,4,yes,71.735,25.255,11.96,2.84
unroll,v5,conv_unroll_v5,4096,4096,3,1234,5,yes,75.848,25.536,11.83,2.97
unroll,v5,conv_unroll_v5,4096,4096,3,1234,6,yes,76.469,25.313,11.93,3.02
unroll,v5,conv_unroll_v5,4096,4096,3,1234,7,yes,71.514,25.290,11.94,2.83
unroll,v5,conv_unroll_v5,4096,4096,3,1234,8,yes,77.073,25.673,11.76,3.00
unroll,v5,conv_unroll_v5,4096,4096,3,1234,9,yes,76.065,25.479,11.85,2.99
unroll,v5,conv_unroll_v5,4096,4096,3,1234,10,yes,77.545,25.257,11.96,3.07
unroll,v5,conv_unroll_v5,4096,4096,3,1234,11,yes,72.031,25.260,11.96,2.85
unroll,v5,conv_unroll_v5,4096,4096,3,1234,12,yes,71.537,25.264,11.95,2.83
unroll,v5,conv_unroll_v5,4096,4096,3,1234,13,yes,72.239,25.510,11.84,2.83
unroll,v5,conv_unroll_v5,4096,4096,3,1234,14,yes,75.715,25.270,11.95,3.00
unroll,v5,conv_unroll_v5,4096,4096,3,1234,15,yes,72.125,25.258,11.96,2.86
unroll,v5,conv_unroll_v5,4096,4096,3,1234,16,yes,73.130,25.807,11.70,2.83
unroll,v5,conv_unroll_v5,4096,4096,3,1234,17,yes,72.422,25.215,11.98,2.87
unroll,v5,conv_unroll_v5,4096,4096,3,1234,18,yes,72.538,25.297,11.94,2.87
unroll,v5,conv_unroll_v5,4096,4096,3,1234,19,yes,71.417,25.261,11.95,2.83
unroll,v5,conv_unroll_v5,4096,4096,3,1234,20,yes,76.106,25.210,11.98,3.02
unroll,v5,conv_unroll_v5,8192,8192,3,1234,1,yes,285.301,103.200,11.71,2.76
unroll,v5,conv_unroll_v5,8192,8192,3,1234,2,yes,299.901,103.326,11.69,2.90
unroll,v5,conv_unroll_v5,8192,8192,3,1234,3,yes,306.881,102.868,11.74,2.98
unroll,v5,conv_unroll_v5,8192,8192,3,1234,4,yes,298.821,103.220,11.70,2.89
unroll,v5,conv_unroll_v5,8192,8192,3,1234,5,yes,294.596,103.001,11.73,2.86
unroll,v5,conv_unroll_v5,8192,8192,3,1234,6,yes,302.991,102.810,11.75,2.95
unroll,v5,conv_unroll_v5,8192,8192,3,1234,7,yes,292.147,103.503,11.67,2.82
unroll,v5,conv_unroll_v5,8192,8192,3,1234,8,yes,304.454,103.329,11.69,2.95
unroll,v5,conv_unroll_v5,8192,8192,3,1234,9,yes,301.926,102.277,11.81,2.95
unroll,v5,conv_unroll_v5,8192,8192,3,1234,10,yes,306.939,102.374,11.80,3.00
unroll,v5,conv_unroll_v5,8192,8192,3,1234,11,yes,287.782,102.340,11.80,2.81
unroll,v5,conv_unroll_v5,8192,8192,3,1234,12,yes,306.729,102.001,11.84,3.01
unroll,v5,conv_unroll_v5,8192,8192,3,1234,13,yes,306.424,102.903,11.74,2.98
unroll,v5,conv_unroll_v5,8192,8192,3,1234,14,yes,305.366,102.249,11.81,2.99
unroll,v5,conv_unroll_v5,8192,8192,3,1234,15,yes,307.066,103.072,11.72,2.98
unroll,v5,conv_unroll_v5,8192,8192,3,1234,16,yes,300.871,102.348,11.80,2.94
unroll,v5,conv_unroll_v5,8192,8192,3,1234,17,yes,292.641,102.294,11.81,2.86
unroll,v5,conv_unroll_v5,8192,8192,3,1234,18,yes,310.278,102.241,11.81,3.03
unroll,v5,conv_unroll_v5,8192,8192,3,1234,19,yes,291.924,102.093,11.83,2.86
unroll,v5,conv_unroll_v5,8192,8192,3,1234,20,yes,296.766,102.201,11.82,2.90
unroll,v5,conv_unroll_v5,16384,16384,3,1234,1,yes,1245.214,426.734,11.32,2.92
unroll,v5,conv_unroll_v5,16384,16384,3,1234,2,yes,1140.720,428.367,11.28,2.66
unroll,v5,conv_unroll_v5,16384,16384,3,1234,3,yes,1210.473,426.351,11.33,2.84
unroll,v5,conv_unroll_v5,16384,16384,3,1234,4,yes,1149.384,427.401,11.31,2.69
unroll,v5,conv_unroll_v5,16384,16384,3,1234,5,yes,1182.078,428.713,11.27,2.76
unroll,v5,conv_unroll_v5,16384,16384,3,1234,6,yes,1219.781,428.611,11.27,2.85
unroll,v5,conv_unroll_v5,16384,16384,3,1234,7,yes,1161.789,429.956,11.24,2.70
unroll,v5,conv_unroll_v5,16384,16384,3,1234,8,yes,1225.728,432.062,11.18,2.84
unroll,v5,conv_unroll_v5,16384,16384,3,1234,9,yes,1226.835,431.550,11.20,2.84
unroll,v5,conv_unroll_v5,16384,16384,3,1234,10,yes,1150.693,425.746,11.35,2.70
unroll,v5,conv_unroll_v5,16384,16384,3,1234,11,yes,1231.631,429.376,11.25,2.87
unroll,v5,conv_unroll_v5,16384,16384,3,1234,12,yes,1146.456,431.142,11.21,2.66
unroll,v5,conv_unroll_v5,16384,16384,3,1234,13,yes,1191.888,428.361,11.28,2.78
unroll,v5,conv_unroll_v5,16384,16384,3,1234,14,yes,1188.782,426.427,11.33,2.79
unroll,v5,conv_unroll_v5,16384,16384,3,1234,15,yes,1242.522,426.429,11.33,2.91
unroll,v5,conv_unroll_v5,16384,16384,3,1234,16,yes,1140.771,426.237,11.34,2.68
unroll,v5,conv_unroll_v5,16384,16384,3,1234,17,yes,1233.391,426.165,11.34,2.89
unroll,v5,conv_unroll_v5,16384,16384,3,1234,18,yes,1243.278,426.006,11.34,2.92
unroll,v5,conv_unroll_v5,16384,16384,3,1234,19,yes,1160.963,425.990,11.34,2.73
unroll,v5,conv_unroll_v5,16384,16384,3,1234,20,yes,1210.220,425.977,11.34,2.84
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,1,yes,0.037,0.009,8.61,4.31
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,2,yes,0.038,0.010,7.10,3.64
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,3,yes,0.056,0.014,5.43,4.09
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,4,yes,0.038,0.010,7.09,3.66
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,5,yes,0.040,0.011,6.68,3.67
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,6,yes,0.045,0.011,6.51,3.98
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,7,yes,0.040,0.011,6.56,3.60
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,8,yes,0.040,0.011,6.67,3.66
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,9,yes,0.043,0.011,6.67,3.86
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,10,yes,0.040,0.011,6.57,3.58
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,11,yes,0.043,0.012,6.22,3.64
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,12,yes,0.045,0.011,6.68,4.08
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,13,yes,0.043,0.012,6.17,3.60
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,14,yes,0.045,0.011,6.56,4.01
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,15,yes,0.038,0.011,6.68,3.45
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,16,yes,0.048,0.011,6.56,4.31
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,17,yes,0.049,0.011,6.56,4.32
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,18,yes,0.043,0.012,6.27,3.67
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,19,yes,0.041,0.011,6.97,3.89
simd,simd128_v2,conv_simd128_v2,64,64,3,1234,20,yes,0.040,0.011,6.57,3.61
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,1,yes,0.192,0.050,5.93,3.86
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,2,yes,0.190,0.039,7.52,4.84
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,3,yes,0.148,0.035,8.41,4.22
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,4,yes,0.146,0.034,8.67,4.29
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,5,yes,0.143,0.032,9.09,4.40
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,6,yes,0.132,0.030,9.86,4.42
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,7,yes,0.118,0.029,10.32,4.13
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,8,yes,0.121,0.028,10.66,4.36
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,9,yes,0.114,0.025,11.84,4.57
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,10,yes,0.093,0.025,11.89,3.77
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,11,yes,0.110,0.025,11.86,4.41
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,12,yes,0.097,0.020,15.04,4.95
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,13,yes,0.090,0.022,13.46,4.10
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,14,yes,0.081,0.020,15.01,4.11
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,15,yes,0.077,0.020,15.06,3.92
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,16,yes,0.066,0.018,16.81,3.78
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,17,yes,0.067,0.020,15.06,3.40
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,18,yes,0.067,0.020,15.00,3.38
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,19,yes,0.187,0.043,6.93,4.41
simd,simd128_v2,conv_simd128_v2,128,128,3,1234,20,yes,0.179,0.053,5.51,3.34
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,1,yes,0.321,0.067,17.49,4.76
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,2,yes,0.323,0.067,17.50,4.79
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,3,yes,0.321,0.068,17.42,4.74
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,4,yes,0.263,0.067,17.50,3.89
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,5,yes,0.297,0.076,15.49,3.90
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,6,yes,0.276,0.067,17.49,4.09
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,7,yes,0.263,0.076,15.56,3.46
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,8,yes,0.279,0.067,17.48,4.13
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,9,yes,0.321,0.067,17.48,4.76
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,10,yes,0.314,0.076,15.52,4.14
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,11,yes,0.262,0.067,17.49,3.88
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,12,yes,0.264,0.067,17.49,3.91
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,13,yes,0.296,0.067,17.48,4.39
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,14,yes,0.323,0.076,15.56,4.26
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,15,yes,0.270,0.076,15.50,3.54
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,16,yes,0.320,0.076,15.55,4.22
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,17,yes,0.321,0.067,17.50,4.77
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,18,yes,0.262,0.076,15.54,3.46
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,19,yes,0.301,0.067,17.49,4.47
simd,simd128_v2,conv_simd128_v2,256,256,3,1234,20,yes,0.266,0.067,17.50,3.95
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,1,yes,1.251,0.265,17.81,4.72
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,2,yes,1.171,0.267,17.68,4.39
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,3,yes,1.238,0.270,17.49,4.59
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,4,yes,1.163,0.265,17.84,4.40
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,5,yes,1.214,0.277,17.04,4.38
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,6,yes,1.050,0.270,17.48,3.89
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,7,yes,1.244,0.265,17.84,4.70
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,8,yes,1.171,0.265,17.84,4.43
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,9,yes,1.277,0.265,17.84,4.83
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,10,yes,1.281,0.264,17.84,4.85
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,11,yes,1.130,0.265,17.79,4.26
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,12,yes,1.173,0.274,17.23,4.29
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,13,yes,1.235,0.265,17.84,4.67
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,14,yes,1.076,0.274,17.21,3.92
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,15,yes,1.065,0.291,16.19,3.65
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,16,yes,1.050,0.266,17.74,3.95
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,17,yes,1.140,0.285,16.56,4.00
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,18,yes,1.178,0.264,17.84,4.45
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,19,yes,1.163,0.266,17.76,4.38
simd,simd128_v2,conv_simd128_v2,512,512,3,1234,20,yes,1.140,0.292,16.18,3.91
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,1,yes,4.695,1.075,17.56,4.37
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,2,yes,4.307,1.135,16.63,3.79
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,3,yes,4.899,1.055,17.89,4.64
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,4,yes,4.815,1.053,17.93,4.57
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,5,yes,4.996,1.089,17.33,4.59
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,6,yes,4.751,1.068,17.67,4.45
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,7,yes,5.066,1.053,17.93,4.81
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,8,yes,4.978,1.054,17.90,4.72
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,9,yes,4.711,1.054,17.91,4.47
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,10,yes,4.490,1.053,17.92,4.26
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,11,yes,4.417,1.058,17.84,4.17
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,12,yes,4.926,1.133,16.66,4.35
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,13,yes,4.767,1.122,16.82,4.25
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,14,yes,4.402,1.068,17.67,4.12
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,15,yes,4.910,1.054,17.91,4.66
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,16,yes,4.996,1.053,17.92,4.74
simd,simd128_v2,conv_simd128_v2,1024,1024,3,1234,17,yes,4.881,1.054,17.90,4.63
